t,tpcc_warehouse_count,tpcc_warehouse_affinity,run_until_tx,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx
154,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,191.85,12572960,100,0,0,0,12.51,1328525895683649,122665,0,0,17.57,2.94,2,0,16214491,97522,24918,0,0,0,96999,0,1416997
154,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,389.11,25500870,23.28,9.31,67.41,44.45,5.9,31676174209354.7,213335,20538,20538,1,18.18,19,2335.68,1453,172736,171831,16.4,17783,2329.93,151647,17.41,2256281
154,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,265.58,17405343,68.79,2.57,28.64,21.67,10.62,454858806894602,349241,12954,12955,1.01,19.5,18,574.39,2383722,279691,154047,4.95,2740,574.39,160871,3.6,2317145
155,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,239.47,15694062,10.63,4.46,84.91,67.24,3.53,146142717766167,127225,81117,81117,1,19.49,18,1436.21,4120904,101305,100963,11.38,3050,1436.22,93936,1.76,1398715
155,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,192.24,12598689,100,0,0,0,12.52,1829611573924700,119776,0,0,17.4,3.08,2,0,16221393,95215,24732,0,0,0,97307,0,1418611
155,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,391.36,25648371,21.82,9.11,69.07,46.57,5.79,119227222670558,210686,24283,24283,1,18.18,19,2313,1771,170524,169660,16.07,16500,2308.13,150869,17.91,2245977
155,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,266.98,17496928,32.81,6.09,61.11,44.49,5.16,392500333768421,191145,38625,38625,1.06,19.35,18,1554.7,725276,152679,84728,11.64,7450,1554.7,161270,3.98,2315704
156,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,240.86,15785219,10.23,4.41,85.37,68.11,3.4,316726957269226,123127,78429,78429,1,19.45,18,1424.49,3908986,97934,97632,11.11,3048,1424.47,93141,2.34,1391395
156,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,192.59,12621403,100,0,0,0,12.52,757668800270592,125542,0,0,17.25,3.24,2,0,16021743,100252,26752,0,0,0,97302,0,1420039
156,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,393.62,25796076,22.59,9.27,68.14,45.43,5.85,113846558379792,210441,23737,23737,1,18.18,19,2328.83,1759,170654,169730,16.36,17466,2323.05,151046,16.19,2250142
156,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,269.01,17629575,0,0,100,0,0,-828855.46,76717,52889,52889,1,18.72,18,1940.25,1229592,61126,33893,0,9027,1940.25,162750,3.7,2339382
157,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,242.24,15875707,9.82,4.3,85.88,69.68,3.27,195643479308107,125769,73309,73309,1,19.44,18,1414.58,3169819,100096,99750,10.49,3058,1414.58,92448,2.59,1380297
157,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,192.9,12641581,100,0,0,0,12.59,2042372090016210,131835,0,0,17.12,3.41,2,0,15789523,104820,28467,0,0,0,97569,0,1421146
157,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,395.89,25944764,21.78,9.3,68.92,46.33,6.01,10126320423981.9,214511,26067,26067,1,18.18,19,2332.73,1909,173287,172390,16.18,15719,2327.24,152056,17.27,2263359
157,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,269.81,17682177,58.87,3.63,37.5,27.59,8.96,431685250155455,307660,19786,19786,1,19.2,19,813.1,2396737,245497,135792,7.01,3937,813.14,163003,3.64,2331865
158,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,243.64,15967343,10.14,4.29,85.57,69.06,3.37,94762951129957.9,128490,75807,75807,1,19.42,18,1431.95,3137445,102176,101825,10.7,3057,1431.95,93622,2.78,1394393
158,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,193.26,12665732,100,0,0,0,12.8,720379425239211,126729,0,0,16.96,3.58,3,0,17490211,100633,28017,0,0,0,97830,0,1417049
158,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,398.14,26092707,20.51,9.08,70.4,47.98,5.67,334601975010404,204139,31591,31590,1,18.14,19,2331,2408,165077,164175,16.04,14198,2325.88,151303,18.54,2251975
158,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,270.86,17751156,41.97,5.29,52.74,38.96,6.38,349057707963827,249161,24473,24473,1.1,19.31,18,1327.82,666747,199929,110819,9.93,7316,1327.79,159308,4.32,2304728
159,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,245.04,16058650,10.61,4.34,85.06,68.43,3.52,422227693137758,134521,75850,75850,1,19.44,18,1427.58,3370665,107130,106787,10.78,3033,1427.58,93286,2.75,1390257
159,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,193.68,12693086,100,0,0,0,12.67,1603721289435514,121337,0,0,16.78,3.74,3,0,16272959,96334,27538,0,0,0,97173,0,1417355
159,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,400.39,26240026,20.26,8.96,70.79,48.34,5.89,72465754743333.6,211998,31351,31351,1,18.14,19,2314.87,2369,171710,170753,16,13686,2309.11,150648,17.61,2241354
159,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,272.8,17878131,16.59,7.64,75.77,55.76,2.69,361325496962389,91885,37642,37641,1,18.81,19,1736.39,2071716,73133,40727,14.29,9064,1736.39,162098,3.79,2320048
160,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,246.44,16150564,11.09,4.35,84.56,67.61,3.68,298064116165471,138057,78462,78462,1,19.47,18,1437.34,3376618,109683,109307,10.93,2927,1437.34,93878,3.12,1397003
160,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,194.16,12724204,100,0,0,0,12.73,219479991511202,115047,0,0,16.57,3.9,3,0,16857709,91556,26515,0,0,0,97318,0,1419206
160,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,402.64,26387283,22.03,9.56,68.41,45.57,5.76,271618914510394,206187,24643,24644,0.99,18.12,19,2301.44,1797,166677,165797,16.22,16292,2295.6,150649,17.6,2239966
160,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,273.38,17916467,59.5,3.57,36.93,27.7,9.42,232331083056524,340421,16664,16665,1.11,19.37,18,864.59,1235034,272331,151312,6.65,4606,864.59,159772,4.18,2316234
161,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,247.84,16242326,10.03,4.32,85.65,68.96,3.35,147797625437293,127101,76935,76934,1,19.45,19,1434.15,3372044,101123,100799,10.79,3158,1434.15,93732,3.35,1397126
161,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,194.54,12749430,100,0,0,0,12.73,625089359329164,126885,0,0,16.41,4.08,3,0,16056223,100952,29916,0,0,0,97340,0,1419754
161,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,404.89,26534615,22.65,9.23,68.12,45.12,5.92,435036800599806,215001,25426,25425,1,18.14,19,2323.95,2071,174099,173143,16.19,16545,2317.65,150685,16.71,2244575
161,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,275.47,18053356,11.79,8.04,80.17,58.75,1.9,269327942394109,65186,38015,38015,1,18.73,19,1879.63,1825116,51861,28914,15.09,10242,1879.63,162669,3.74,2321585
162,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,249.23,16333424,10.05,4.25,85.7,69.63,3.35,60837422876279.7,129111,73287,73288,1,19.45,18,1425.91,2918770,102853,102543,10.4,3175,1425.91,93073,3.84,1388375
162,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,194.93,12775042,100,0,0,0,12.78,526152413851819,127557,0,0,16.24,4.26,3,0,15992324,101442,30447,0,0,0,97654,0,1420023
162,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,407.15,26683176,25.43,9.47,65.11,41.92,5.85,147200459908671,209722,17775,17776,0.99,18.12,19,2324.68,1234,169812,168867,16.7,19658,2318.66,151974,16.12,2264935
162,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,276.06,18092088,66.82,2.71,30.46,22.7,10.38,205564056997686,342237,16781,16781,1,19.4,19,608.98,2736959,273441,152412,5.41,2872,608.98,160190,4.13,2297913
163,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,250.61,16424048,9.52,4.19,86.29,70.42,3.18,259580389160813,123899,72678,72678,1,19.42,18,1417.73,2816425,98668,98340,10.28,3262,1417.73,92595,3.99,1383288
163,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,195.28,12798156,100,0,0,0,12.82,1753401844557255,133612,0,0,16.09,4.45,3,0,15792550,106362,32701,0,0,0,97745,0,1418760
163,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,409.42,26831533,24.47,9.51,66.02,42.95,6.14,12479908960834.7,214132,18473,18473,1,18.13,19,2341.56,1269,173225,172248,16.53,18687,2335.75,151750,16.3,2260988
163,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,277.52,18187548,30.02,6.37,63.61,46.12,4.61,357856984554084,176789,41003,41003,1.08,19.17,18,1679.89,288109,141637,78818,12.15,8013,1679.88,160193,4.49,2305730
164,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,252.01,16515455,10.53,4.26,85.21,68.95,3.52,403866228299541,135083,75233,75233,1,19.43,18,1429.89,2930151,107300,106924,10.55,2902,1429.89,93365,3.56,1391827
164,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,195.73,12827056,100,0,0,0,12.8,1278250627337272,123094,0,0,15.9,4.63,4,0,16194447,97885,30553,0,0,0,97320,0,1418104
164,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,411.68,26979640,21.97,9.25,68.78,45.89,5.9,86810537480863.5,211648,26460,26460,0.99,18.12,19,2321.63,1909,171337,170407,16.16,15477,2315.38,151460,17.44,2253822
164,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,279.13,18292961,28.59,6.4,65.01,47.57,4.51,232975930854219,153750,32070,32069,1,18.95,19,1455.29,2374843,122299,68591,12.1,7774,1455.26,161237,4.42,2299872
165,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,253.38,16605755,10.31,4.38,85.31,68.63,3.44,75605806672828.6,129129,75582,75582,1,19.43,18,1413.25,3683587,102607,102274,10.82,3062,1413.25,92216,4.18,1371862
165,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,196.06,12849071,100,0,0,0,13.01,1441353979602475,136234,0,0,15.75,4.84,4,0,17648376,108460,34346,0,0,0,97027,0,1414044
165,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,413.92,27126625,22.5,9.39,68.11,45.23,5.77,44482120747115.2,212816,21233,21232,1,18.13,19,2316.98,1837,172409,171477,16.21,17335,2311.11,150354,17.6,2240013
165,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,280,18350354,54.63,3.98,41.39,30.58,8.5,506782537393432,290722,19049,19049,1,19.35,19,907,2033808,232037,129801,7.55,4811,906.97,160461,4.23,2302923
166,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,254.78,16697312,9.32,4.28,86.39,69.88,3.12,490905228636650,118216,75519,75519,1,19.37,18,1432.01,3264963,94075,93772,10.7,3227,1432.01,93545,4.12,1393796
166,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,196.51,12878636,100,0,0,0,12.95,981483153052396,125109,0,0,15.56,5.03,4,0,16135246,99291,32013,0,0,0,97833,0,1422644
166,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,416.17,27274354,22.96,9.33,67.7,44.99,5.93,93287491069240.3,211546,22588,22588,1,18.13,19,2323.48,1607,171179,170244,16.12,17070,2316.63,151095,17.54,2251701
166,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,281.13,18424143,42.49,4.96,52.55,38.61,7.13,69133141568874.8,230299,28295,28296,1,19.49,19,1150.14,2322806,183631,103121,9.58,5952,1150.17,155472,4.67,2231778
167,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,256.17,16788181,10.33,4.21,85.47,69.71,3.44,298765673022466,137408,72125,72125,1,19.4,18,1422.37,2697388,109369,109001,10.27,3389,1422.37,92837,4.63,1388352
167,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,196.94,12906456,100,0,0,0,13.01,366321525992902,128918,0,0,15.38,5.23,4,0,16045062,102273,33547,0,0,0,97446,0,1418531
167,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,418.43,27422122,25.12,9.44,65.44,42.55,6.26,115854538399654,225060,23439,23440,1,18.19,19,2320.07,1693,182176,181136,16.16,16849,2313.18,151105,17.47,2250571
167,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,282.96,18544186,16.14,7.41,76.45,55.46,2.54,69128580043096.1,99620,47184,47184,1,18.95,19,1885.23,1001861,79368,44638,14.41,9349,1885.06,157248,4.98,2255969
168,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,257.55,16878797,9.17,4.28,86.55,71.3,3.04,232128380361762,124662,68992,68992,1,19.37,19,1418.12,2221944,99060,98740,9.91,3089,1418.12,92578,4.82,1382058
168,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,197.36,12934148,100,0,0,0,13.03,43022134778737.2,130472,0,0,15.2,5.44,4,0,16085578,103904,34575,0,0,0,97968,0,1420132
168,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,420.68,27569393,25.16,9.59,65.25,42.5,5.79,254564914060819,206200,15362,15361,1,18.16,19,2313.2,1055,167081,166142,16.37,19698,2306.46,150630,16.85,2246611
168,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,283.97,18610213,0,0,100,0,0,-1013792.13,262868,23828,23828,1,19.23,19,1032.7,1651612,209678,117928,0,5103,1032.67,158870,4.73,2284361
169,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,258.92,16968356,9.31,4.18,86.51,71.17,3.1,264634655640854,123472,69013,69012,1,19.35,18,1402.86,2332979,98400,98057,9.97,3071,1402.86,91493,4.68,1364465
169,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,197.89,12968740,100,0,0,0,13.05,2237077276180246,118031,0,0,14.97,5.62,5,0,16400008,93791,31604,0,0,0,97847,0,1420059
169,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,422.92,27716676,22.76,9.21,68.03,44.95,5.88,235217557801900,207083,24951,24952,1,18.13,19,2323.15,1829,167586,166656,16.37,16636,2316.85,150656,16.82,2248590
169,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,284.91,18671653,0,0,100,0,0,-1054718.01,276609,18658,18658,1.04,19.54,18,1056.36,1591054,220840,123981,0,5596,1056.26,159248,4.42,2294220
170,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,260.29,17058266,10.26,4.15,85.59,70.29,3.31,416645706918640,134224,69584,69585,1,19.37,19,1407.03,2387875,106697,106296,9.91,3373,1407.03,91828,5.18,1363964
170,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,198.34,12998543,100,0,0,0,13.1,644240275205505,126820,0,0,14.77,5.83,5,0,16184559,100941,34548,0,0,0,97148,0,1416800
170,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,425.18,27864312,23.68,9.35,66.96,44.1,5.72,226706859287735,207397,20113,20113,1,18.11,19,2311.87,1452,167796,166858,16.28,17920,2305.07,150987,17.49,2249561
170,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,287.12,18816857,6.23,8.24,85.53,61.87,1.07,254058665742374,35880,57645,57645,1,18.7,18,2179.24,630681,28597,15969,16.09,10644,2179.01,160880,4.7,2310316
171,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,261.68,17149632,9.06,4.15,86.78,71.63,3.07,181584009271905,125538,69096,69096,1,19.35,18,1431.4,1925817,100100,99707,9.87,2957,1431.4,93316,4.98,1389955
171,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,198.83,13030590,100,0,0,0,13.23,1047522809130852,124807,0,0,14.56,6.03,5,0,16177588,99038,34388,0,0,0,97619,0,1420225
171,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,427.42,28011513,24.62,9.43,65.95,42.77,5.99,86820383578805.2,211981,18717,18716,1,18.11,19,2318.86,1305,171337,170366,16.4,28309,2312.05,150562,16.63,2250903
171,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,287.65,18851275,70.38,2.24,27.37,20.34,10.47,286697377285765,354874,19381,19381,1,19.43,19,539.88,2554362,283303,159080,4.72,1958,539.93,158827,4.37,2270623
172,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,263.08,17241021,10.23,4.25,85.52,69.99,3.48,117739403439798,141963,71891,71891,1,19.4,18,1431.6,2303807,113140,112767,10.12,3157,1431.62,93361,5.51,1392289
172,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,199.31,13062059,100,0,0,0,13.13,855443758436758,125864,0,0,14.36,6.24,5,0,16328229,99960,34894,0,0,0,97538,0,1418716
172,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,429.66,28158402,25.08,9.45,65.46,42.5,6.19,69118330867317.4,212260,19838,19839,1,18.12,19,2314.48,1400,171785,170806,16.4,17926,2307.52,150253,18.85,2244978
172,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,289.78,18991168,6.93,8.35,84.72,62.09,1.18,13185252329885.3,43220,45608,45608,1,18.61,19,2185.7,209377,34381,19229,15.72,11694,2185.68,158048,4.98,2274554
173,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,264.47,17332568,9.48,4.3,86.22,70.36,3.27,82515571290482.4,128750,72724,72724,1,19.38,18,1434.08,2690579,102377,102008,10.32,3137,1434.07,93540,5.82,1393886
173,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,199.83,13095822,100,0,0,0,13.22,1205576799916588,123819,0,0,14.14,6.45,5,0,16271471,98362,35205,0,0,0,97931,0,1419918
173,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,431.92,28306130,22.82,9.45,67.73,44.89,5.72,346021355137357,203539,20269,20268,1,18.07,19,2323.33,1446,164762,163844,16.34,17789,2315.73,151081,17.19,2254616
173,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,290,19005376,83,1.42,15.59,11.59,12.65,51127425521637.4,418664,7621,7621,1.04,19.63,18,316.1,2654419,334458,188292,2.8,1273,315.8,160005,4.88,2293451
174,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,265.85,17422904,9.56,4.32,86.12,70.47,3.32,548922362637379,130850,71334,71333,1,19.38,18,1414.58,2885323,104163,103831,10.21,3149,1414.58,92286,5.38,1373128
174,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,200.42,13134636,100,0,0,0,13.17,519495972109568,113569,0,0,13.88,6.65,6,0,16651043,90271,32559,0,0,0,97510,0,1415886
174,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,434.17,28453908,22.19,9.19,68.62,46.07,6.2,297964228720478,219235,25315,25315,1,18.11,19,2314.84,1832,177579,176561,16.06,16018,2307.88,151148,17.08,2252958
174,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,291.59,19109618,27.6,6.34,66.06,48.22,4.26,64214717149310.1,157625,39256,39256,1.02,19.38,18,1601.56,879777,125755,71310,12.31,8465,1601.4,160751,4.76,2295628
175,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,267.25,17514705,10.35,4.8,84.85,68.97,3.34,40986151186087.8,129715,72900,72901,1,19.37,18,1438.09,2698493,103259,102903,10.36,3304,1438.09,93777,5.66,1393922
175,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,200.91,13167149,100,0,0,0,13.21,742726782615675,126496,0,0,13.67,6.86,6,0,16614586,100553,36397,0,0,0,97612,0,1420956
175,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,436.42,28601131,20.95,9.3,69.75,47.11,5.76,418838210610697,201111,23757,23757,1,18.06,19,2318.21,1757,162928,161951,16.3,16699,2310.98,150557,18.36,2247747
175,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,293.27,19219577,21.83,6.86,71.3,52.48,3.34,15661874614583.4,129316,40217,40217,1.06,18.96,18,1803.87,298208,103739,58368,13.01,9152,1803.59,157566,5.12,2271820
176,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,268.64,17605499,8.83,4.31,86.86,71.88,2.91,429799586718347,118894,67219,67219,1,19.32,18,1421.95,2131133,94677,94331,9.85,3107,1421.95,92763,5.46,1383014
